1.2733e-11-1.6816e+05i,1.2733e-11+1.6816e+05i,-3.4106e-13-75774i,-3.4106e-13+75774i,7.276e-12-56346i,7.276e-12+56346i,-2.7285e-12-30856i,-2.7285e-12+30856i,1.4779e-12-23418i,1.4779e-12+23418i,0-12435i,0+12435i,-1.7621e-12-3579.6i,-1.7621e-12+3579.6i,3.4106e-12-5290.9i,3.4106e-12+5290.9i
-9.0949e-13-1.0678e+05i,-9.0949e-13+1.0678e+05i,4.5475e-12-62659i,4.5475e-12+62659i,-9.0949e-13-29865i,-9.0949e-13+29865i,1.819e-12-16994i,1.819e-12+16994i,0-11789i,0+11789i,-2.558e-12-6758.5i,-2.558e-12+6758.5i,-1.9327e-12-1552.3i,-1.9327e-12+1552.3i,1.8385e-12-385.65i,1.8385e-12+385.65i
7.276e-12-1.026e+05i,7.276e-12+1.026e+05i,-9.0949e-12-74562i,-9.0949e-12+74562i,-1.7053e-12-28638i,-1.7053e-12+28638i,4.0856e-13-20666i,4.0856e-13+20666i,2.2737e-12-11552i,2.2737e-12+11552i,8.1712e-14-6215.2i,8.1712e-14+6215.2i,2.2737e-13-2868.1i,2.2737e-13+2868.1i,2.7178e-13-55.601i,2.7178e-13+55.601i
3.638e-12-1.0731e+05i,3.638e-12+1.0731e+05i,-5.6843e-13-57579i,-5.6843e-13+57579i,-9.0949e-13-25024i,-9.0949e-13+25024i,-6.0085e-13-18186i,-6.0085e-13+18186i,3.4106e-12-11593i,3.4106e-12+11593i,-2.16e-12-6733i,-2.16e-12+6733i,-5.6843e-13-2457.8i,-5.6843e-13+2457.8i,1.7764e-14-154.35i,1.7764e-14+154.35i
-1.819e-12-1.3021e+05i,-1.819e-12+1.3021e+05i,2.16e-12-84767i,2.16e-12+84767i,0-26966i,0+26966i,1.3642e-12-18908i,1.3642e-12+18908i,1.5916e-12-9865.1i,1.5916e-12+9865.1i,-3.4106e-13-6391i,-3.4106e-13+6391i,-6.8212e-13-2319.3i,-6.8212e-13+2319.3i,4.2633e-14-447.98i,4.2633e-14+447.98i
-6.8212e-13-1.4179e+05i,-6.8212e-13+1.4179e+05i,6.4801e-12-73337i,6.4801e-12+73337i,2.8422e-13-36540i,2.8422e-13+36540i,-3.638e-12-19401i,-3.638e-12+19401i,-3.5243e-12-11727i,-3.5243e-12+11727i,1.1653e-12-8600.2i,1.1653e-12+8600.2i,-3.0695e-12-2211.8i,-3.0695e-12+2211.8i,2.9132e-13-84.687i,2.9132e-13+84.687i
1.1262e-12-1.3328e+05i,1.1262e-12+1.3328e+05i,6.3665e-12-96703i,6.3665e-12+96703i,2.3874e-12-33844i,2.3874e-12+33844i,-9.0949e-13-24146i,-9.0949e-13+24146i,3.4106e-13-14110i,3.4106e-13+14110i,3.4106e-12-8393.9i,3.4106e-12+8393.9i,0-4655i,0+4655i,-2.2453e-12-804i,-2.2453e-12+804i
0-2.2574e+05i,0+2.2574e+05i,-5.457e-12-1.2287e+05i,-5.457e-12+1.2287e+05i,1.3642e-12-51541i,1.3642e-12+51541i,2.1032e-12-29596i,2.1032e-12+29596i,-2.7001e-12-19620i,-2.7001e-12+19620i,5.0022e-12-13572i,5.0022e-12+13572i,2.0179e-12-1647.2i,2.0179e-12+1647.2i,-4.0927e-12-6037.5i,-4.0927e-12+6037.5i
2.2737e-12-2.9564e+05i,2.2737e-12+2.9564e+05i,-1.0914e-11-1.2321e+05i,-1.0914e-11+1.2321e+05i,-1.3642e-12-73356i,-1.3642e-12+73356i,-5.9117e-12-33496i,-5.9117e-12+33496i,-2.7285e-12-21300i,-2.7285e-12+21300i,-2.0748e-12-10796i,-2.0748e-12+10796i,0-5937.8i,0+5937.8i,3.0767e-12-85.92i,3.0767e-12+85.92i
-4.0927e-12-2.6525e+05i,-4.0927e-12+2.6525e+05i,9.5497e-12-1.3904e+05i,9.5497e-12+1.3904e+05i,5.457e-12-59225i,5.457e-12+59225i,7.1907e-12-35772i,7.1907e-12+35772i,-9.0949e-13-18658i,-9.0949e-13+18658i,-2.0464e-12-11885i,-2.0464e-12+11885i,-1.1141e-11-1948.2i,-1.1141e-11+1948.2i,-9.0949e-13-4611i,-9.0949e-13+4611i
6.8212e-13-2.1887e+05i,6.8212e-13+2.1887e+05i,0-1.1223e+05i,0+1.1223e+05i,2.2737e-12-71372i,2.2737e-12+71372i,-6.3665e-12-36920i,-6.3665e-12+36920i,4.5475e-12-25654i,4.5475e-12+25654i,-3.638e-12-13180i,-3.638e-12+13180i,2.6148e-12-2400.1i,2.6148e-12+2400.1i,-5.4001e-13-4971.9i,-5.4001e-13+4971.9i
-2.9559e-12-2.4449e+05i,-2.9559e-12+2.4449e+05i,-7.3896e-13-1.1445e+05i,-7.3896e-13+1.1445e+05i,4.4906e-12-40849i,4.4906e-12+40849i,9.0949e-13-31523i,9.0949e-13+31523i,-7.9581e-13-15472i,-7.9581e-13+15472i,-3.7872e-12-8224.9i,-3.7872e-12+8224.9i,8.5905e-12-6261.4i,8.5905e-12+6261.4i,-2.4087e-12-270.64i,-2.4087e-12+270.64i
-3.638e-12-1.2573e+05i,-3.638e-12+1.2573e+05i,-8.5528e-50-70410i,-8.5528e-50+70410i,0-32313i,0+32313i,0-28424i,0+28424i,1.1369e-12-18465i,1.1369e-12+18465i,-1.3642e-12-8953.1i,-1.3642e-12+8953.1i,2.7285e-12-7043.6i,2.7285e-12+7043.6i,-6.3949e-14-297.78i,-6.3949e-14+297.78i
0-1.2762e+05i,0+1.2762e+05i,3.638e-12-66127i,3.638e-12+66127i,-2.2737e-12-41894i,-2.2737e-12+41894i,-4.2064e-12-23362i,-4.2064e-12+23362i,-1.7053e-12-14308i,-1.7053e-12+14308i,-9.6634e-13-10661i,-9.6634e-13+10661i,2.2737e-13-3405.1i,2.2737e-13+3405.1i,1.5916e-12-5924.8i,1.5916e-12+5924.8i
-5.2296e-12-1.8193e+05i,-5.2296e-12+1.8193e+05i,4.5475e-12-80161i,4.5475e-12+80161i,6.5938e-12-66455i,6.5938e-12+66455i,0-28239i,0+28239i,7.9581e-13-20466i,7.9581e-13+20466i,1.1369e-12-8370.5i,1.1369e-12+8370.5i,1.7053e-12-4107i,1.7053e-12+4107i,-2.2382e-12-268.66i,-2.2382e-12+268.66i
2.9559e-12-1.5445e+05i,2.9559e-12+1.5445e+05i,-2.9559e-12-88716i,-2.9559e-12+88716i,2.7285e-12-45208i,2.7285e-12+45208i,1.3642e-12-34078i,1.3642e-12+34078i,-1.0232e-12-21506i,-1.0232e-12+21506i,-1.3642e-12-7753.5i,-1.3642e-12+7753.5i,-4.2633e-13-3976.4i,-4.2633e-13+3976.4i,1.4495e-12-2087.2i,1.4495e-12+2087.2i
5.0022e-12-1.2571e+05i,5.0022e-12+1.2571e+05i,3.5243e-12-80137i,3.5243e-12+80137i,3.638e-12-47514i,3.638e-12+47514i,-3.8654e-12-23535i,-3.8654e-12+23535i,2.2879e-12-14854i,2.2879e-12+14854i,-4.5475e-13-10818i,-4.5475e-13+10818i,-1.0232e-12-5456.2i,-1.0232e-12+5456.2i,4.6896e-13-641.54i,4.6896e-13+641.54i
-8.1855e-12-2.661e+05i,-8.1855e-12+2.661e+05i,4.0183e-102-1.4793e+05i,4.0183e-102+1.4793e+05i,2.9559e-12-74465i,2.9559e-12+74465i,3.638e-12-34324i,3.638e-12+34324i,4.5475e-12-26504i,4.5475e-12+26504i,-1.819e-12-11200i,-1.819e-12+11200i,3.9506e-12-4591.7i,3.9506e-12+4591.7i,-1.0942e-12-2318.4i,-1.0942e-12+2318.4i
-9.0949e-13-1.4501e+05i,-9.0949e-13+1.4501e+05i,-2.6148e-12-91240i,-2.6148e-12+91240i,4.5475e-13-38690i,4.5475e-13+38690i,-1.3642e-12-27276i,-1.3642e-12+27276i,-5.3433e-12-24182i,-5.3433e-12+24182i,6.8212e-13-13454i,6.8212e-13+13454i,-1.0232e-12-1275.2i,-1.0232e-12+1275.2i,5.6843e-13-6370.7i,5.6843e-13+6370.7i
-6.3665e-12-2.172e+05i,-6.3665e-12+2.172e+05i,-1.5461e-11-1.1213e+05i,-1.5461e-11+1.1213e+05i,4.5475e-13-58826i,4.5475e-13+58826i,6.8212e-13-26853i,6.8212e-13+26853i,2.7285e-12-15795i,2.7285e-12+15795i,3.8654e-12-10663i,3.8654e-12+10663i,-1.4495e-12-1796.1i,-1.4495e-12+1796.1i,-6.8212e-13-6924.5i,-6.8212e-13+6924.5i
9.0949e-12-2.6578e+05i,9.0949e-12+2.6578e+05i,-4.0927e-12-1.272e+05i,-4.0927e-12+1.272e+05i,-1.8474e-12-71162i,-1.8474e-12+71162i,-1.819e-12-33798i,-1.819e-12+33798i,-3.638e-12-23821i,-3.638e-12+23821i,-4.9951e-12-14226i,-4.9951e-12+14226i,8.4199e-12-2276.9i,8.4199e-12+2276.9i,-1.3642e-12-5298.6i,-1.3642e-12+5298.6i
9.0949e-12-1.7181e+05i,9.0949e-12+1.7181e+05i,0-95236i,0+95236i,3.638e-12-62244i,3.638e-12+62244i,9.0949e-12-29495i,9.0949e-12+29495i,0-28037i,0+28037i,-2.2737e-12-13635i,-2.2737e-12+13635i,-3.1264e-12-5520.8i,-3.1264e-12+5520.8i,-9.3792e-13-2044.5i,-9.3792e-13+2044.5i
-1.819e-12-2.5392e+05i,-1.819e-12+2.5392e+05i,-2.9559e-12-1.2987e+05i,-2.9559e-12+1.2987e+05i,3.8654e-12-77578i,3.8654e-12+77578i,5.457e-12-34595i,5.457e-12+34595i,4.5475e-13-16461i,4.5475e-13+16461i,-2.2737e-12-11304i,-2.2737e-12+11304i,-1.7053e-12-5854.1i,-1.7053e-12+5854.1i,1.7053e-12-2780.5i,1.7053e-12+2780.5i
-5.9117e-12-1.4034e+05i,-5.9117e-12+1.4034e+05i,-1.7906e-12-69352i,-1.7906e-12+69352i,3.4106e-12-35948i,3.4106e-12+35948i,-1.819e-12-26569i,-1.819e-12+26569i,-2.7285e-12-14367i,-2.7285e-12+14367i,2.7427e-12-8811i,2.7427e-12+8811i,-3.1832e-12-2754.6i,-3.1832e-12+2754.6i,-1.0658e-12-1890.4i,-1.0658e-12+1890.4i
-3.638e-12-1.7934e+05i,-3.638e-12+1.7934e+05i,2.7285e-12-88496i,2.7285e-12+88496i,3.638e-12-42828i,3.638e-12+42828i,-9.0949e-13-16023i,-9.0949e-13+16023i,-2.8422e-12-12599i,-2.8422e-12+12599i,3.9222e-12-6432.3i,3.9222e-12+6432.3i,0-3130i,0+3130i,2.5153e-12-148.7i,2.5153e-12+148.7i
-6.8212e-13-2.2223e+05i,-6.8212e-13+2.2223e+05i,0-1.306e+05i,0+1.306e+05i,-3.1832e-12-44151i,-3.1832e-12+44151i,-3.638e-12-32271i,-3.638e-12+32271i,2.7285e-12-12000i,2.7285e-12+12000i,4.3201e-12-8611.1i,4.3201e-12+8611.1i,2.2524e-12-4411.3i,2.2524e-12+4411.3i,2.5864e-12-532.21i,2.5864e-12+532.21i
-1.0914e-11-4.0402e+05i,-1.0914e-11+4.0402e+05i,-4.5475e-12-1.064e+05i,-4.5475e-12+1.064e+05i,-4.7748e-12-42337i,-4.7748e-12+42337i,-5.457e-12-27876i,-5.457e-12+27876i,4.5475e-13-14602i,4.5475e-13+14602i,-2.2737e-13-7008.8i,-2.2737e-13+7008.8i,9.6634e-13-3063.2i,9.6634e-13+3063.2i,7.4181e-12-457.5i,7.4181e-12+457.5i
4.5475e-12-2.5395e+05i,4.5475e-12+2.5395e+05i,6.2528e-12-87039i,6.2528e-12+87039i,-1.3642e-12-40665i,-1.3642e-12+40665i,0-14501i,0+14501i,-3.1832e-12-9183.7i,-3.1832e-12+9183.7i,-4.4338e-12-6012.1i,-4.4338e-12+6012.1i,-9.0949e-13-3184.1i,-9.0949e-13+3184.1i,-1.6342e-12-393.34i,-1.6342e-12+393.34i
9.0949e-13-1.3936e+05i,9.0949e-13+1.3936e+05i,2.7285e-12-69138i,2.7285e-12+69138i,0-35901i,0+35901i,-1.819e-12-22537i,-1.819e-12+22537i,-3.1832e-12-16231i,-3.1832e-12+16231i,2.6148e-12-7680.1i,2.6148e-12+7680.1i,1.9327e-12-4139.6i,1.9327e-12+4139.6i,-3.4444e-12-58.593i,-3.4444e-12+58.593i
-1.819e-12-3.1241e+05i,-1.819e-12+3.1241e+05i,1.819e-12-1.3054e+05i,1.819e-12+1.3054e+05i,7.276e-12-74128i,7.276e-12+74128i,-2.7285e-12-46544i,-2.7285e-12+46544i,-9.0949e-13-27291i,-9.0949e-13+27291i,-7.1054e-13-9733.2i,-7.1054e-13+9733.2i,6.537e-13-4076.8i,6.537e-13+4076.8i,3.9009e-12-2985.8i,3.9009e-12+2985.8i
9.0949e-13-2.0828e+05i,9.0949e-13+2.0828e+05i,-5.457e-12-1.0917e+05i,-5.457e-12+1.0917e+05i,3.2401e-12-69729i,3.2401e-12+69729i,1.0004e-11-39608i,1.0004e-11+39608i,-1.5916e-12-28135i,-1.5916e-12+28135i,6.3665e-12-11200i,6.3665e-12+11200i,-2.2737e-13-4684.8i,-2.2737e-13+4684.8i,-4.6043e-12-2305.5i,-4.6043e-12+2305.5i
0-2.1434e+05i,0+2.1434e+05i,-7.276e-12-98854i,-7.276e-12+98854i,0-75331i,0+75331i,1.7621e-12-31756i,1.7621e-12+31756i,-3.1832e-12-19405i,-3.1832e-12+19405i,-2.2737e-12-10719i,-2.2737e-12+10719i,-3.1832e-12-3058.8i,-3.1832e-12+3058.8i,-2.5011e-12-6577.1i,-2.5011e-12+6577.1i
1.0914e-11-1.76e+05i,1.0914e-11+1.76e+05i,-6.3665e-12-89815i,-6.3665e-12+89815i,-2.2737e-13-67520i,-2.2737e-13+67520i,1.1369e-12-32977i,1.1369e-12+32977i,-7.9581e-13-26237i,-7.9581e-13+26237i,3.8654e-12-10258i,3.8654e-12+10258i,-1.1369e-12-5719.9i,-1.1369e-12+5719.9i,-5.6843e-13-2381.4i,-5.6843e-13+2381.4i
7.276e-12-2.5914e+05i,7.276e-12+2.5914e+05i,3.638e-12-1.4997e+05i,3.638e-12+1.4997e+05i,1.819e-12-80935i,1.819e-12+80935i,1.3642e-12-43939i,1.3642e-12+43939i,1.1937e-12-33573i,1.1937e-12+33573i,-4.7748e-12-10638i,-4.7748e-12+10638i,-4.6612e-12-3876.8i,-4.6612e-12+3876.8i,2.9559e-12-7032.6i,2.9559e-12+7032.6i
-4.3201e-12-1.6029e+05i,-4.3201e-12+1.6029e+05i,0-87477i,0+87477i,1.1369e-12-63259i,1.1369e-12+63259i,-9.0949e-13-31194i,-9.0949e-13+31194i,1.819e-12-19609i,1.819e-12+19609i,-3.8654e-12-10160i,-3.8654e-12+10160i,1.4779e-12-3295.3i,1.4779e-12+3295.3i,3.2419e-12-718.28i,3.2419e-12+718.28i
1.0232e-12-1.8025e+05i,1.0232e-12+1.8025e+05i,-7.276e-12-91484i,-7.276e-12+91484i,9.0949e-13-59420i,9.0949e-13+59420i,1.8971e-12-29992i,1.8971e-12+29992i,3.1264e-12-22799i,3.1264e-12+22799i,-3.979e-12-7684.6i,-3.979e-12+7684.6i,-2.5011e-12-5280.2i,-2.5011e-12+5280.2i,-3.8511e-12-539.61i,-3.8511e-12+539.61i
-8.4128e-12-2.2329e+05i,-8.4128e-12+2.2329e+05i,-6.5938e-12-1.2817e+05i,-6.5938e-12+1.2817e+05i,-1.5916e-12-65081i,-1.5916e-12+65081i,4.0927e-12-28956i,4.0927e-12+28956i,0-19753i,0+19753i,-5.0022e-12-10428i,-5.0022e-12+10428i,1.026e-11-2097.3i,1.026e-11+2097.3i,1.2221e-12-4169.5i,1.2221e-12+4169.5i
-8.8676e-12-2.3896e+05i,-8.8676e-12+2.3896e+05i,1.1369e-12-78062i,1.1369e-12+78062i,4.5475e-13-31722i,4.5475e-13+31722i,2.7285e-12-15936i,2.7285e-12+15936i,-4.5475e-13-10195i,-4.5475e-13+10195i,2.5011e-12-2902.6i,2.5011e-12+2902.6i,1.4211e-12-1373i,1.4211e-12+1373i,-4.0075e-12-920.26i,-4.0075e-12+920.26i
1.4495e-12-2.0331e+05i,1.4495e-12+2.0331e+05i,7.276e-12-80871i,7.276e-12+80871i,2.5011e-12-30484i,2.5011e-12+30484i,5.6843e-13-15809i,5.6843e-13+15809i,-1.3642e-12-9961.1i,-1.3642e-12+9961.1i,-7.1623e-12-4588.4i,-7.1623e-12+4588.4i,-3.2969e-12-2781.6i,-3.2969e-12+2781.6i,-2.1032e-12-337.38i,-2.1032e-12+337.38i
2.2737e-12-2.1886e+05i,2.2737e-12+2.1886e+05i,-4.5475e-12-73656i,-4.5475e-12+73656i,1.3642e-12-45722i,1.3642e-12+45722i,3.638e-12-27000i,3.638e-12+27000i,-2.3874e-12-14885i,-2.3874e-12+14885i,-1.1084e-12-6554.6i,-1.1084e-12+6554.6i,1.3642e-12-2384.7i,1.3642e-12+2384.7i,4.8566e-12-172.35i,4.8566e-12+172.35i
-1.3642e-12-1.9105e+05i,-1.3642e-12+1.9105e+05i,-6.2528e-12-79615i,-6.2528e-12+79615i,-5.1159e-13-45673i,-5.1159e-13+45673i,-2.16e-12-36323i,-2.16e-12+36323i,1.819e-12-18067i,1.819e-12+18067i,3.4106e-13-7963.1i,3.4106e-13+7963.1i,-5.6843e-13-3761.1i,-5.6843e-13+3761.1i,1.581e-12-5.3601i,1.581e-12+5.3601i
0-3.8732e+05i,0+3.8732e+05i,1.819e-12-1.1412e+05i,1.819e-12+1.1412e+05i,-1.3642e-12-60646i,-1.3642e-12+60646i,-1.3642e-12-24753i,-1.3642e-12+24753i,-3.638e-12-11195i,-3.638e-12+11195i,1.1369e-13-8027.9i,1.1369e-13+8027.9i,-1.9327e-12-1977.1i,-1.9327e-12+1977.1i,4.5475e-13-4113.6i,4.5475e-13+4113.6i
-7.276e-12-2.3962e+05i,-7.276e-12+2.3962e+05i,1.819e-12-1.7228e+05i,1.819e-12+1.7228e+05i,1.2278e-11-98413i,1.2278e-11+98413i,-1.6351e-106-23925i,-1.6351e-106+23925i,-1.1369e-12-15949i,-1.1369e-12+15949i,-3.8654e-12-7724.1i,-3.8654e-12+7724.1i,1.1369e-13-3874.9i,1.1369e-13+3874.9i,-3.5811e-12-1369.5i,-3.5811e-12+1369.5i
7.276e-12-2.119e+05i,7.276e-12+2.119e+05i,2.16e-12-80333i,2.16e-12+80333i,1.3642e-12-42196i,1.3642e-12+42196i,3.0695e-12-38308i,3.0695e-12+38308i,-4.5475e-13-15314i,-4.5475e-13+15314i,-2.0464e-12-9533.8i,-2.0464e-12+9533.8i,-2.0748e-12-938.49i,-2.0748e-12+938.49i,-7.9581e-13-6471.3i,-7.9581e-13+6471.3i
-2.7285e-12-2.0763e+05i,-2.7285e-12+2.0763e+05i,2.9559e-12-77856i,2.9559e-12+77856i,4.5475e-13-49325i,4.5475e-13+49325i,3.8654e-12-39873i,3.8654e-12+39873i,2.1032e-12-15466i,2.1032e-12+15466i,3.638e-12-12040i,3.638e-12+12040i,-1.3642e-12-6598.8i,-1.3642e-12+6598.8i,2.8777e-13-127.02i,2.8777e-13+127.02i
-6.3665e-12-4.4232e+05i,-6.3665e-12+4.4232e+05i,1.0004e-11-1.1874e+05i,1.0004e-11+1.1874e+05i,-7.276e-12-76084i,-7.276e-12+76084i,-2.8422e-13-37924i,-2.8422e-13+37924i,-5.0022e-12-20574i,-5.0022e-12+20574i,3.638e-12-9641.3i,3.638e-12+9641.3i,-2.2737e-13-4468.1i,-2.2737e-13+4468.1i,5.9117e-12-1964.2i,5.9117e-12+1964.2i
3.638e-11-5.5433e+05i,3.638e-11+5.5433e+05i,5.0022e-12-1.2131e+05i,5.0022e-12+1.2131e+05i,-3.638e-12-91923i,-3.638e-12+91923i,-3.638e-12-38122i,-3.638e-12+38122i,3.638e-12-33637i,3.638e-12+33637i,-6.3665e-12-12190i,-6.3665e-12+12190i,3.1832e-12-5949.1i,3.1832e-12+5949.1i,2.7853e-12-2205.8i,2.7853e-12+2205.8i
0-1.2238e+05i,0+1.2238e+05i,-7.5033e-12-89850i,-7.5033e-12+89850i,-3.638e-12-41267i,-3.638e-12+41267i,-5.9117e-12-21558i,-5.9117e-12+21558i,5.9117e-12-16402i,5.9117e-12+16402i,4.5475e-13-7412.1i,4.5475e-13+7412.1i,-4.9454e-12-2978i,-4.9454e-12+2978i,3.7996e-12-96.959i,3.7996e-12+96.959i
4.5475e-12-1.7424e+05i,4.5475e-12+1.7424e+05i,4.5475e-12-1.0762e+05i,4.5475e-12+1.0762e+05i,-1.7053e-12-55594i,-1.7053e-12+55594i,-2.16e-12-33459i,-2.16e-12+33459i,3.7517e-12-26692i,3.7517e-12+26692i,5.5707e-12-9230.5i,5.5707e-12+9230.5i,4.4338e-12-6724.5i,4.4338e-12+6724.5i,-1.0942e-12-509.9i,-1.0942e-12+509.9i
1.819e-12-2.0557e+05i,1.819e-12+2.0557e+05i,0-1.2991e+05i,0+1.2991e+05i,9.0949e-13-64925i,9.0949e-13+64925i,0-35762i,0+35762i,1.3074e-12-25536i,1.3074e-12+25536i,-2.2737e-12-8791.7i,-2.2737e-12+8791.7i,-3.4106e-12-4535.5i,-3.4106e-12+4535.5i,-2.899e-12-246.4i,-2.899e-12+246.4i
9.0949e-12-2.1481e+05i,9.0949e-12+2.1481e+05i,0-1.1802e+05i,0+1.1802e+05i,-5.457e-12-83222i,-5.457e-12+83222i,1.819e-12-44207i,1.819e-12+44207i,-2.7285e-12-22681i,-2.7285e-12+22681i,-2.3306e-12-9685.1i,-2.3306e-12+9685.1i,-7.1623e-12-5354i,-7.1623e-12+5354i,1.1244e-12-118.52i,1.1244e-12+118.52i
3.5811e-12-1.7475e+05i,3.5811e-12+1.7475e+05i,7.276e-12-1.1937e+05i,7.276e-12+1.1937e+05i,-2.2737e-13-54224i,-2.2737e-13+54224i,9.0949e-12-36343i,9.0949e-12+36343i,-3.638e-12-21661i,-3.638e-12+21661i,-5.0022e-12-10527i,-5.0022e-12+10527i,1.3642e-12-5000.9i,1.3642e-12+5000.9i,-8.5265e-14-1429.2i,-8.5265e-14+1429.2i
1.9327e-12-1.5845e+05i,1.9327e-12+1.5845e+05i,0-84812i,0+84812i,-2.0464e-12-47038i,-2.0464e-12+47038i,4.0643e-12-31149i,4.0643e-12+31149i,5.1159e-12-15863i,5.1159e-12+15863i,2.2737e-13-11694i,2.2737e-13+11694i,-4.5475e-13-5427.8i,-4.5475e-13+5427.8i,9.6634e-13-784.37i,9.6634e-13+784.37i
0-1.7072e+05i,0+1.7072e+05i,-8.1855e-12-79251i,-8.1855e-12+79251i,2.0712e-12-49063i,2.0712e-12+49063i,-6.8212e-13-30663i,-6.8212e-13+30663i,2.0179e-12-3159.5i,2.0179e-12+3159.5i,3.638e-12-5110i,3.638e-12+5110i,2.9559e-12-13327i,2.9559e-12+13327i,-2.7285e-12-13601i,-2.7285e-12+13601i
9.0949e-13-1.8006e+05i,9.0949e-13+1.8006e+05i,-4.5475e-12-95491i,-4.5475e-12+95491i,2.7853e-12-39954i,2.7853e-12+39954i,0-31993i,0+31993i,-3.0127e-12-17472i,-3.0127e-12+17472i,-1.5117e-12-8541.3i,-1.5117e-12+8541.3i,-1.1369e-12-3093.8i,-1.1369e-12+3093.8i,-2.558e-12-1260.4i,-2.558e-12+1260.4i
6.8212e-13-1.5635e+05i,6.8212e-13+1.5635e+05i,1.819e-12-82699i,1.819e-12+82699i,3.638e-12-36241i,3.638e-12+36241i,9.0949e-13-23846i,9.0949e-13+23846i,-1.4779e-12-9557.5i,-1.4779e-12+9557.5i,1.3074e-12-7469.9i,1.3074e-12+7469.9i,2.3306e-12-3986i,2.3306e-12+3986i,8.0647e-13-34.925i,8.0647e-13+34.925i
-8.4128e-12-1.8997e+05i,-8.4128e-12+1.8997e+05i,1.819e-12-78045i,1.819e-12+78045i,0-41436i,0+41436i,0-28225i,0+28225i,2.7285e-12-19123i,2.7285e-12+19123i,-9.0949e-13-12266i,-9.0949e-13+12266i,3.1832e-12-3377.2i,3.1832e-12+3377.2i,-1.0516e-12-958.52i,-1.0516e-12+958.52i
0-2.1281e+05i,0+2.1281e+05i,6.3665e-12-1.1615e+05i,6.3665e-12+1.1615e+05i,-9.0949e-13-47850i,-9.0949e-13+47850i,4.5475e-12-36920i,4.5475e-12+36920i,-3.5243e-12-17561i,-3.5243e-12+17561i,6.8212e-13-10582i,6.8212e-13+10582i,-5.2296e-12-4855.9i,-5.2296e-12+4855.9i,-1.6342e-13-286.78i,-1.6342e-13+286.78i
7.276e-12-1.7974e+05i,7.276e-12+1.7974e+05i,-6.8212e-13-84236i,-6.8212e-13+84236i,-2.2737e-13-42972i,-2.2737e-13+42972i,-2.7285e-12-30206i,-2.7285e-12+30206i,-3.979e-12-19515i,-3.979e-12+19515i,1.1369e-12-7588.6i,1.1369e-12+7588.6i,1.2506e-12-5888.4i,1.2506e-12+5888.4i,1.1369e-12-2821.9i,1.1369e-12+2821.9i
-3.979e-13-2.2781e+05i,-3.979e-13+2.2781e+05i,0-1.8054e+05i,0+1.8054e+05i,2.7285e-12-79808i,2.7285e-12+79808i,-9.0949e-13-48949i,-9.0949e-13+48949i,-9.0949e-13-28300i,-9.0949e-13+28300i,-4.1496e-12-12564i,-4.1496e-12+12564i,-5.2296e-12-4283.6i,-5.2296e-12+4283.6i,2.0322e-12-424.72i,2.0322e-12+424.72i
1.0004e-11-2.007e+05i,1.0004e-11+2.007e+05i,0-1.3388e+05i,0+1.3388e+05i,4.5475e-13-57943i,4.5475e-13+57943i,-5.6843e-13-41501i,-5.6843e-13+41501i,4.6612e-12-22141i,4.6612e-12+22141i,-6.3665e-12-10940i,-6.3665e-12+10940i,1.4779e-12-4942.4i,1.4779e-12+4942.4i,1.4064e-12-10.01i,1.4064e-12+10.01i
1.819e-12-2.4054e+05i,1.819e-12+2.4054e+05i,7.9581e-12-1.4098e+05i,7.9581e-12+1.4098e+05i,-9.0949e-13-50350i,-9.0949e-13+50350i,-2.0464e-12-40282i,-2.0464e-12+40282i,-5.4001e-13-13599i,-5.4001e-13+13599i,-4.3343e-12-8846.4i,-4.3343e-12+8846.4i,-2.2027e-12-5668.3i,-2.2027e-12+5668.3i,2.899e-12-641.45i,2.899e-12+641.45i
-2.8422e-12-1.893e+05i,-2.8422e-12+1.893e+05i,-2.2737e-13-1.2244e+05i,-2.2737e-13+1.2244e+05i,2.7285e-12-55409i,2.7285e-12+55409i,-1.3642e-12-35283i,-1.3642e-12+35283i,1.819e-12-17864i,1.819e-12+17864i,2.2737e-12-9527.8i,2.2737e-12+9527.8i,4.5475e-13-4077.7i,4.5475e-13+4077.7i,1.819e-12-443.51i,1.819e-12+443.51i
0-3.0303e+05i,0+3.0303e+05i,-4.5475e-12-1.487e+05i,-4.5475e-12+1.487e+05i,-4.5475e-12-84412i,-4.5475e-12+84412i,-3.1832e-12-39732i,-3.1832e-12+39732i,1.3642e-12-30037i,1.3642e-12+30037i,1.4779e-12-10070i,1.4779e-12+10070i,7.9581e-12-3233.3i,7.9581e-12+3233.3i,-4.9454e-12-1236.6i,-4.9454e-12+1236.6i
7.7307e-12-1.9045e+05i,7.7307e-12+1.9045e+05i,-1.0232e-11-1.2697e+05i,-1.0232e-11+1.2697e+05i,-1.2506e-12-57973i,-1.2506e-12+57973i,7.276e-12-37512i,7.276e-12+37512i,3.638e-12-25873i,3.638e-12+25873i,-2.7285e-12-10248i,-2.7285e-12+10248i,-5.6843e-13-6874.9i,-5.6843e-13+6874.9i,9.6634e-13-1294i,9.6634e-13+1294i
